INSTNM,NPT4_COMBINED
Rabbinical College of Ohr Shimon Yisroel,12860
Rabbinical Seminary Mkor Chaim,6594
Rabbinical Seminary of America,5900
Radford M Locklin Technical College,5888
Radford University,16640
Ralph R Willis Career and Technical Center,863
Ramapo College of New Jersey,20360
Randall University,16474
Randolph College,18436
Randolph Community College,7242
Randolph Technical Center,9867
Randolph-Macon College,27759
Ranger College,6565
Ranken Technical College,16952
Raphael's School of Beauty Culture Inc-Alliance,17148
Raphael's School of Beauty Culture Inc-Boardman,14006
Raphael's School of Beauty Culture Inc-Brunswick,19617
Raphael's School of Beauty Culture Inc-Niles,19489
Rappahannock Community College,5310
Raritan Valley Community College,6613
Rasmussen University-Florida,19113
Rasmussen University-Illinois,18470
Rasmussen University-Kansas,18289
Rasmussen University-Minnesota,19071
Rasmussen University-North Dakota,18227
Rasmussen University-Wisconsin,18847
Ray J's College of Hair,10061
Reach University,13305
Reading Area Community College,8039
Reading Hospital School of Health Sciences,18616
Red Lake Nation College,8618
Red River Technology Center,11969
Red Rocks Community College,9356
Redlands Community College,5596
Reed College,39951
Reedley College,1584
Reflections Academy of Beauty,21319
Refrigeration School Inc,25300
Regent University,18749
Regina Webb Academy,17412
Regis College,28346
Regis University,22689
Reid State Technical College,131
Reinhardt University,27769
Remington College-Baton Rouge Campus,22851
Remington College-Cleveland Campus,22254
Remington College-Dallas Campus,27829
Remington College-Fort Worth Campus,24976
Remington College-Houston Southeast Campus,20393
Remington College-Lafayette Campus,28875
Remington College-Memphis Campus,25499
Remington College-Mobile Campus,25655
Remington College-Nashville Campus,27789
Remington College-North Houston Campus,25610
Remington College-Online Dallas,21571
Remington College-Shreveport Campus,30248
Renaissance Academie,24345
Renaissance Beauty Academy,11600
Rend Lake College,7309
Rensselaer Polytechnic Institute,33139
Renton Technical College,5051
Rhode Island College,10988
Rhode Island School of Design,46253
Rhodes College,25060
Rice University,12640
Richard Bland College,8920
Richland Community College,5393
Richmond Community College,6042
Rider University,25287
Ridge Technical College,22547
Ridgewater College,10955
Riggins Urban Barber College,21194
Ringling College of Art and Design,55390
Rio Grande Valley College,20678
Rio Hondo College,11903
Rio Salado College,8764
Ripon College,21176
River Parishes Community College,9774
River Valley Community College,20455
River Valley School of Massage,15494
Riverland Community College,8463
Riveroak Technical College,8836
Riverside City College,4026
Riverside College of Health Careers,25596
Riverside County Office of Education-School of Career Education,11857
Rivertown School of Beauty Barber Skin Care and Nails,10963
Rivier University,27692
Rizzieri Aveda School for Beauty and Wellness,16964
Roane State Community College,6017
Roane-Jackson Technical Center,1821
Roanoke College,27786
Roanoke-Chowan Community College,8076
Rob Roy Academy-Fall River,29207
Rob Roy Academy-New Bedford,25041
Rob Roy Academy-Taunton,19252
Rob Roy Academy-Worcester,22542
Robert Fiance Beauty Schools,29356
Robert Fiance Beauty Schools-North Plainfield,18940
Robert Morgan Educational Center and Technical College,12702
Robert Morris University,25747
Roberto-Venn School of Luthiery,25894
Roberts Wesleyan University,23461
Robeson Community College,5189
Rochester Community and Technical College,13148
Rochester Institute of Technology,29694
Rochester University,19245
Rock Valley College,7325
Rockford University,23066
Rockhurst University,23165
Rockingham Community College,2380
Rockland Community College,8508
Rockland County BOCES-Practical Nursing Program,35207
Rocky Mountain College,18508
Rocky Mountain College of Art and Design,28037
Roger Williams University,38123
Rogers Academy of Hair Design,15466
Rogers State University,13953
Rogue Community College,8493
Rollins College,33847
Roosevelt University,20152
Rose State College,10903
Rose-Hulman Institute of Technology,40665
Rosedale Bible College,8173
Rosedale Technical College,15372
Rosel School of Cosmetology,7356
Rosemont College,20356
Ross College-Canton,32097
Ross College-Davenport,22619
Ross College-Grand Rapids North,21770
Ross College-Hopkinsville,21724
Ross College-Sylvania,26304
Ross Medical Education Center-Ann Arbor,19408
Ross Medical Education Center-Battle Creek,22416
Ross Medical Education Center-Bowling Green,21401
Ross Medical Education Center-Brighton,20239
Ross Medical Education Center-Canton,26387
Ross Medical Education Center-Charleston,21927
Ross Medical Education Center-Cincinnati,21220
Ross Medical Education Center-Davison,23187
Ross Medical Education Center-Dayton,23722
Ross Medical Education Center-Elyria,20586
Ross Medical Education Center-Erlanger,22211
Ross Medical Education Center-Evansville,20553
Ross Medical Education Center-Flint,20912
Ross Medical Education Center-Fort Wayne,23193
Ross Medical Education Center-Granger,22381
Ross Medical Education Center-Huntsville,21041
Ross Medical Education Center-Johnson City,22176
Ross Medical Education Center-Kentwood,21580
Ross Medical Education Center-Knoxville,22028
Ross Medical Education Center-Kokomo,22946
Ross Medical Education Center-Lafayette,22329
Ross Medical Education Center-Lansing,22537
Ross Medical Education Center-Midland,21194
Ross Medical Education Center-Morgantown,20318
Ross Medical Education Center-Muncie,21127
Ross Medical Education Center-New Baltimore,21755
Ross Medical Education Center-Niles,20805
Ross Medical Education Center-Ontario,22346
Ross Medical Education Center-Owensboro,19784
Ross Medical Education Center-Port Huron,20375
Ross Medical Education Center-Portage,22788
Ross Medical Education Center-Roosevelt Park,21456
Ross Medical Education Center-Saginaw,20796
Ross Medical Education Center-Taylor,20273
Ross Medical Education Center-Warren,21312
Rosslyn Training Academy of Cosmetology,4569
Rowan College at Burlington County,6101
Rowan College of South Jersey-Cumberland Campus,6549
Rowan College of South Jersey-Gloucester Campus,10818
Rowan University,22185
Rowan-Cabarrus Community College,4842
Roxbury Community College,12544
Ruben's Five Star Academy,15661
Rudae's School of Beauty Culture-Ft Wayne,24920
Rudy & Kelly Academy A Paul Mitchell Partner School,19150
Russell Sage College,23027
Rust College,8751
Rutgers University-Camden,18803
Rutgers University-New Brunswick,23519
Rutgers University-Newark,19407
SABER College,10311
SAE Institute of Technology-Nashville,21299
SOHO Hair Academy,11765
SOWELA Technical Community College,8861
SUM Bible College and Theological Seminary,21042
SUNY Adirondack,10363
SUNY Brockport,15844
SUNY Broome Community College,8035
SUNY Buffalo State University,14229
SUNY College at Geneseo,18021
SUNY College at Plattsburgh,16547
SUNY College at Potsdam,14295
SUNY College of Agriculture and Technology at Cobleskill,17980
SUNY College of Environmental Science and Forestry,18730
SUNY College of Technology at Alfred,14488
SUNY College of Technology at Canton,15001
SUNY College of Technology at Delhi,17387
SUNY Corning Community College,8488
SUNY Maritime College,21781
SUNY Morrisville,17393
SUNY Old Westbury,9900
SUNY Oneonta,18833
SUNY Polytechnic Institute,13882
SUNY Westchester Community College,9301
SUNY at Fredonia,15644
SUNY at Purchase College,19067
Sacramento City College,3974
Sacramento Ultrasound Institute,34414
Sacred Heart Major Seminary,10371
Sacred Heart University,45459
Saddleback College,2976
Sage School of Massage & Esthetics,16206
Saginaw Chippewa Tribal College,8506
Saginaw Valley State University,14582
Saint Ambrose University,22750
Saint Anselm College,34744
Saint Augustine's University,17740
Saint Charles Borromeo Seminary-Overbrook,38775
Saint Cloud State University,14485
Saint Edward's University,23636
Saint Elizabeth College of Nursing,19736
Saint Elizabeth School of Nursing,27833
Saint Elizabeth University,17949
Saint Francis University,19173
Saint Johns River State College,5808
Saint Johns University,27018
Saint Joseph Seminary College,39513
Saint Joseph's College of Maine,24666
Saint Joseph's University,35487
Saint Leo University,18467
Saint Louis Community College,6458
Saint Louis University,27075
Saint Martin's University,22618
Saint Mary's College,28552
Saint Mary's College of California,31198
Saint Mary's University of Minnesota,21034
Saint Mary-of-the-Woods College,43465
Saint Michael College of Allied Health,39699
Saint Michael's College,30033
Saint Norbert College,25674
Saint Paul College,12040
Saint Peter's University,12973
Saint Vincent College,23331
Saint Xavier University,12093
Salem College,18835
Salem College of Hairstyling,6256
Salem Community College,9837
Salem State University,18441
Salem University,14469
Salina Area Technical College,7018
Saline County Career Center,19207
Salisbury University,16456
Salish Kootenai College,9002
Salon & Spa Institute,12372
Salon Boutique Academy,20319
Salon Institute-Toledo Campus,17233
Salon Professional Academy,22259
Salon Professional Academy of San Antonio,15641
Salon Professional Academy-Elevate Salon Institute,4425
Salon Success Academy-Corona,12983
Salon Success Academy-Fontana,10813
Salon Success Academy-Redlands,14662
Salon Success Academy-Riverside,13095
Salon Success Academy-Upland,16626
Salon Success Academy-West Covina,16649
Salt Lake Community College,7661
Salve Regina University,35682
Sam Houston State University,16025
Samaritan Hospital School of Nursing,24655
Samford University,30795
Sami Halaseh Institute,23501
Sampson Community College,3826
San Antonio College,5290
San Bernardino Beauty College,21011
San Bernardino Valley College,8234
San Diego Christian College,7871
San Diego City College,-818
San Diego Mesa College,-904
San Diego Miramar College,-2735
San Diego State University,16174
San Francisco Conservatory of Music,42448
San Francisco Film School,31029
San Francisco Institute of Esthetics & Cosmetology Inc,16845
San Francisco School of Massage & Bodywork,22464
San Francisco State University,12882
San Ignacio University,9433
San Jacinto Community College,7540
